trial,mode,scenario,display_name,expected_poia_denial_reason,accepted,attack_success,correct_rejection,incorrect_acceptance,reason
27,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
27,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
28,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
28,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
29,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
29,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
30,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
30,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
31,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
31,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
32,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
32,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
33,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
33,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
34,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
34,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
35,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
35,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
36,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
36,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
37,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
37,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
38,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
38,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
39,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
39,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
40,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
40,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
41,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
41,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
42,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
42,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
43,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
43,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
44,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
44,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
45,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
45,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
46,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
46,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
47,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
47,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
48,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
48,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
49,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
49,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
50,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
50,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
51,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
51,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
52,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
52,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
53,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
53,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
54,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
54,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
55,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
55,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
56,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
56,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
57,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
57,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
58,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
58,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
59,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
59,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
60,baseline,replay_attack,Replay attack,nonce_reuse,True,True,False,True,session_only_authorized
60,poia,replay_attack,Replay attack,nonce_reuse,False,False,True,False,nonce_reuse
1,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
1,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
2,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
2,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
3,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
3,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
4,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
4,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
5,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
5,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
6,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
6,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
7,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
7,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
8,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
8,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
9,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
9,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
10,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
10,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
11,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
11,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
12,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
12,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
13,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
13,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
14,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
14,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
15,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
15,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
16,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
16,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
17,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
17,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
18,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
18,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
19,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
19,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
20,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
20,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
21,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
21,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
22,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
22,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
23,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
23,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
24,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
24,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
25,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
25,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
26,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
26,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
27,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
27,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
28,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
28,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
29,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
29,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
30,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
30,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
31,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
31,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
32,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
32,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
33,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
33,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
34,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
34,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
35,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
35,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
36,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
36,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
37,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
37,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
38,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
38,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
39,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
39,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
40,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
40,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
41,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
41,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
42,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
42,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
43,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
43,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
44,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
44,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
45,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
45,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
46,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
46,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
47,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
47,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
48,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
48,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
49,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
49,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
50,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
50,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
51,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
51,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
52,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
52,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
53,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
53,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
54,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
54,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
55,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
55,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
56,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
56,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
57,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
57,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
58,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
58,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
59,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
59,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
60,baseline,relay_phishing,Relay phishing,semantic_mismatch,True,True,False,True,session_only_authorized
60,poia,relay_phishing,Relay phishing,semantic_mismatch,False,False,True,False,semantic_mismatch
1,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
1,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
2,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
2,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
3,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
3,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
4,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
4,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
5,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
5,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
6,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
6,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
7,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
7,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
8,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
8,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
9,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
9,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
10,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
10,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
11,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
11,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
12,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
12,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
13,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
13,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
14,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
14,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
15,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
15,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
16,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
16,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
17,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
17,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
18,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
18,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
19,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
19,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
20,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
20,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
21,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
21,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
22,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
22,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
23,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
23,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
24,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
24,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
25,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
25,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
26,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
26,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
27,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
27,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
28,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
28,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
29,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
29,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
30,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
30,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
31,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
31,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
32,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
32,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
33,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
33,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
34,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
34,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
35,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
35,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
36,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
36,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
37,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
37,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
38,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
38,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
39,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
39,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
40,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
40,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
41,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
41,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
42,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
42,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
43,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
43,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
44,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
44,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
45,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
45,poia,session_misuse,Session misuse,missing_proof,False,False,True,False,missing_proof
46,baseline,session_misuse,Session misuse,missing_proof,True,True,False,True,session_only_authorized
